info,vehicle_id,link,record_date,vehicle_type
江淮iEV 2015款 iEV4 豪华型2015年|1.7万公里|日照3.42万急售16.60万急降1800元,55551770@12@33@0&0120000000000057,https://www.guazi.com/rizhao/80c7ae901d929068x.htm#fr_page=list&fr_pos=city&fr_no=33,2018-12-04,EV
江淮iEV 2015款 iEV52016年|2.9万公里|眉山4.20万急售19.50万急降4800元,60751617@12@34@0&0120000000000057,https://www.guazi.com/meishan/3d6f441383373c9cx.htm#fr_page=list&fr_pos=city&fr_no=34,2018-12-04,EV
奇瑞eQ1 2017款 智炫版 2座2017年|2.8万公里|天津4.50万准新车18.00万,59209479@12@35@0&0120000000000057,https://www.guazi.com/tj/6c60ea84091f258dx.htm#fr_page=list&fr_pos=city&fr_no=35,2018-12-04,EV
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版2018年|0.3万公里|东营4.00万准新车12.90万青岛过户,63404721@12@36@0&0120000000000057,https://www.guazi.com/dongying/26d5a664f021fbf0x.htm#fr_page=list&fr_pos=city&fr_no=36,2018-12-04,EV
众泰 2014款 云100 舒适型2015年|1.3万公里|长沙2.73万急售17.20万急降1500元,60650389@12@37@0&0120000000000057,https://www.guazi.com/cs/a7799ec8888f2b8bx.htm#fr_page=list&fr_pos=city&fr_no=37,2018-12-04,EV
众泰 2016款 云100S 豪华型2016年|3.5万公里|天津4.00万18.40万,43538955@12@38@0&0120000000000057,https://www.guazi.com/tj/ce5e9dc063c94561x.htm#fr_page=list&fr_pos=city&fr_no=38,2018-12-04,EV
众泰E200 2016款 三门两座科技版2016年|2.2万公里|泉州4.20万19.70万厦门过户,63653377@12@39@0&0120000000000057,https://www.guazi.com/quanzhou/e182d3c919e9024dx.htm#fr_page=list&fr_pos=city&fr_no=39,2018-12-04,EV
比亚迪 元 2018款 EV360 智联创酷型2018年|1.1万公里|北京8.50万准新车10.80万,62733692@13@0@0&0120000000000057,https://www.guazi.com/bj/c1a07428122544c1x.htm#fr_page=list&fr_pos=city&fr_no=0,2018-12-04,EV
江淮iEV 2015款 iEV4 豪华型2014年|6.6万公里|合肥2.40万超值16.60万,61233410@13@1@0&0120000000000057,https://www.guazi.com/hf/91a8d66aca148d6fx.htm#fr_page=list&fr_pos=city&fr_no=1,2018-12-04,EV
特斯拉MODEL S 2016款 MODEL S 752018年|1.1万公里|青岛62.70万超值急售准新车83.80万急降3.3万,59011691@13@2@0&0120000000000057,https://www.guazi.com/qd/afca190710b60191x.htm#fr_page=list&fr_pos=city&fr_no=2,2018-12-04,EV
特斯拉MODEL S 2016款 MODEL S 602017年|2.1万公里|北京58.00万准新车76.90万,57370464@13@3@0&0120000000000057,https://www.guazi.com/bj/f95b6cab8e747ae5x.htm#fr_page=list&fr_pos=city&fr_no=3,2018-12-04,EV
江铃集团新能源 江铃E200S 2017款 舒适型2017年|1.0万公里|广州3.40万准新车9.30万东莞过户,39195915@13@4@0&0120000000000057,https://www.guazi.com/gz/caf75c8549269915x.htm#fr_page=list&fr_pos=city&fr_no=4,2018-12-04,EV
东风小康EC36 2017款 基本型2018年|0.7万公里|广州6.50万准新车13.80万,59595934@13@5@0&0120000000000057,https://www.guazi.com/gz/c8ca529822d71fb1x.htm#fr_page=list&fr_pos=city&fr_no=5,2018-12-04,EV
特斯拉Model X 2016款 Model X 75D2018年|0.4万公里|广州72.00万准新车104.70万,55771139@13@6@0&0120000000000057,https://www.guazi.com/gz/c73fa648d4868dc5x.htm#fr_page=list&fr_pos=city&fr_no=6,2018-12-04,EV
江铃集团新能源 江淮iEV6E 2017款 iEV6E2018年|0.3万公里|深圳5.70万准新车13.90万,58508635@13@7@0&0120000000000057,https://www.guazi.com/sz/7b648ef56e9df38ex.htm#fr_page=list&fr_pos=city&fr_no=7,2018-12-04,EV
知豆D2 2015款 D22015年|3.4万公里|成都2.70万急售17.20万急降3000元,58662804@13@8@0&0120000000000057,https://www.guazi.com/cd/cfae00488f194d69x.htm#fr_page=list&fr_pos=city&fr_no=8,2018-12-04,EV
北汽新能源 EV系列 2016款 EV160 轻快版2015年|3.5万公里|绵阳3.00万19.30万青岛过户,61764930@13@9@0&0120000000000057,https://www.guazi.com/mianyang/7af103223b6349eax.htm#fr_page=list&fr_pos=city&fr_no=9,2018-12-04,EV
奇瑞eQ1 2017款 智享版 2座2017年|0.3万公里|东莞4.00万准新车17.60万,62883741@13@10@0&0120000000000057,https://www.guazi.com/dg/4b94ec82e11ad4e3x.htm#fr_page=list&fr_pos=city&fr_no=10,2018-12-04,EV
吉利 帝豪EV 2017款 三厢 EV300 精英型2017年|4.0万公里|深圳9.00万22.30万,62323345@13@11@0&0120000000000057,https://www.guazi.com/sz/c26130113d8f956ax.htm#fr_page=list&fr_pos=city&fr_no=11,2018-12-04,EV
江淮iEV 2014款 iEV42013年|4.2万公里|盐城2.60万超值18.40万,62879920@13@12@0&0120000000000057,https://www.guazi.com/yancheng/db59e264eea6adffx.htm#fr_page=list&fr_pos=city&fr_no=12,2018-12-04,EV
北汽新能源 EC系列 2017款 EC180 灵动版2017年|2.1万公里|东营3.70万急售准新车16.50万急降3000元,45112461@13@13@0&0120000000000057,https://www.guazi.com/dongying/2fde445caf62d573x.htm#fr_page=list&fr_pos=city&fr_no=13,2018-12-04,EV
奇瑞eQ 2015款 豪华型2015年|1.1万公里|上海2.75万急售17.90万急降1500元,59008947@13@14@0&0120000000000057,https://www.guazi.com/sh/f430f36067bce844x.htm#fr_page=list&fr_pos=city&fr_no=14,2018-12-04,EV
知豆D2 2015款 D22016年|0.2万公里|临沂3.00万急售17.20万急降2800元,47696064@13@15@0&0120000000000057,https://www.guazi.com/linyi/063f67dc8bf042e2x.htm#fr_page=list&fr_pos=city&fr_no=15,2018-12-04,EV
北汽新能源 EV系列 2016款 E150EV 经典版2016年|5.5万公里|武汉3.42万急售17.20万急降3800元,58711867@13@16@0&0120000000000057,https://www.guazi.com/wh/f0603449c5ab5da1x.htm#fr_page=list&fr_pos=city&fr_no=16,2018-12-04,EV
众泰 2014款 云100 舒适型2014年|1.8万公里|盐城2.60万急售17.20万急降3000元,58542708@13@17@0&0120000000000057,https://www.guazi.com/yancheng/48e0497002d3ecb1x.htm#fr_page=list&fr_pos=city&fr_no=17,2018-12-04,EV
江淮iEV 2015款 iEV4 豪华型2015年|3.7万公里|嘉兴3.30万16.60万,48578132@13@18@0&0120000000000057,https://www.guazi.com/jiaxing/defbe1849981bf48x.htm#fr_page=list&fr_pos=city&fr_no=18,2018-12-04,EV
传祺GE3 2017款 310 尊享版2018年|0.5万公里|广州12.50万准新车26.70万,63229304@13@19@0&0120000000000057,https://www.guazi.com/gz/47e27be325f529d0x.htm#fr_page=list&fr_pos=city&fr_no=19,2018-12-04,EV
江淮iEV 2015款 iEV4 豪华型2016年|2.7万公里|天津4.00万16.60万,58670154@13@20@0&0120000000000057,https://www.guazi.com/tj/79cc369860d7bc4ax.htm#fr_page=list&fr_pos=city&fr_no=20,2018-12-04,EV
奇瑞eQ 2015款 豪华型2015年|4.4万公里|保定2.75万急售17.90万急降1500元芜湖过户,59205943@13@21@0&0120000000000057,https://www.guazi.com/baoding/c1cd5366eebcb976x.htm#fr_page=list&fr_pos=city&fr_no=21,2018-12-04,EV
众泰E200 2016款 三门两座科技版2017年|1.9万公里|天津3.70万准新车19.70万,62496627@13@22@0&0120000000000057,https://www.guazi.com/tj/6cb383f0bfaaec02x.htm#fr_page=list&fr_pos=city&fr_no=22,2018-12-04,EV
众泰E200 2018款 飞鱼座2018年|1.3万公里|成都5.20万急售准新车19.70万急降1700元,58281433@13@23@0&0120000000000057,https://www.guazi.com/cd/e2036913223aae60x.htm#fr_page=list&fr_pos=city&fr_no=23,2018-12-04,EV
华泰EV160R 2017款 标准型2018年|1.0万公里|秦皇岛3.50万准新车11.90万,61964269@13@24@0&0120000000000057,https://www.guazi.com/qinhuangdao/5398dbc1cecd9116x.htm#fr_page=list&fr_pos=city&fr_no=24,2018-12-04,EV
北汽新能源 EC系列 2017款 EC200 灵动版2017年|0.8万公里|襄阳4.50万急售准新车17.20万急降5000元,52100170@13@25@0&0120000000000057,https://www.guazi.com/xiangyang/bdad6c5c510d2838x.htm#fr_page=list&fr_pos=city&fr_no=25,2018-12-04,EV
比亚迪 宋新能源 2017款 宋EV300 尊贵型2017年|1.1万公里|北京14.00万准新车29.90万,62274260@13@26@0&0120000000000057,https://www.guazi.com/bj/840b8f3faca1104ax.htm#fr_page=list&fr_pos=city&fr_no=26,2018-12-04,EV
江淮iEV6S 2016款 智享版2016年|9.5万公里|合肥5.50万23.90万,39498623@13@27@0&0120000000000057,https://www.guazi.com/hf/480797a6eacf039cx.htm#fr_page=list&fr_pos=city&fr_no=27,2018-12-04,EV
江淮iEV 2015款 iEV4 豪华智能型2015年|6.7万公里|石家庄3.50万16.80万,61740437@13@28@0&0120000000000057,https://www.guazi.com/sjz/59397decad7df63cx.htm#fr_page=list&fr_pos=city&fr_no=28,2018-12-04,EV
众泰E200 2016款 三门两座科技版2016年|2.5万公里|天津4.20万急售19.70万急降3000元,59498948@13@29@0&0120000000000057,https://www.guazi.com/tj/c5ac92bfc68c7ddbx.htm#fr_page=list&fr_pos=city&fr_no=29,2018-12-04,EV
江铃集团新能源 江铃E200 2016款 标准型2017年|0.2万公里|枣庄3.28万准新车19.50万,44937791@13@30@0&0120000000000057,https://www.guazi.com/zaozhuang/00f852dcde7cf4d7x.htm#fr_page=list&fr_pos=city&fr_no=30,2018-12-04,EV
特斯拉MODEL S 2014款 MODEL S P852015年|6.7万公里|北京49.00万92.50万,45115518@13@31@0&0120000000000057,https://www.guazi.com/bj/6ffc14ea5fe9d240x.htm#fr_page=list&fr_pos=city&fr_no=31,2018-12-04,EV
江淮iEV 2017款 iEV4 豪华智能型2017年|1.2万公里|蚌埠5.10万超值准新车15.00万,62524825@13@32@0&0120000000000057,https://www.guazi.com/bengbu/7c3e831c89dad03cx.htm#fr_page=list&fr_pos=city&fr_no=32,2018-12-04,EV
众泰 芝麻 2017款 标准型2016年|2.2万公里|天津3.00万急售13.00万急降2000元,62403779@13@33@0&0120000000000057,https://www.guazi.com/tj/9ba0fd83047dcb09x.htm#fr_page=list&fr_pos=city&fr_no=33,2018-12-04,EV
北汽新能源 EC系列 2017款 EC180 灵动版2017年|1.0万公里|枣庄4.65万急售准新车16.50万急降1500元,58295000@13@34@0&0120000000000057,https://www.guazi.com/zaozhuang/f0542ae60bf7b48bx.htm#fr_page=list&fr_pos=city&fr_no=34,2018-12-04,EV
北汽新能源EV系列 2015款 EV160 轻快版2015年|5.4万公里|上海4.50万19.20万,36101795@13@35@0&0120000000000057,https://www.guazi.com/sh/495b910e1a43f827x.htm#fr_page=list&fr_pos=city&fr_no=35,2018-12-04,EV
比亚迪e5 2016款 300 豪华型2017年|3.6万公里|北京9.20万急售26.00万急降8000元,60806395@13@36@0&0120000000000057,https://www.guazi.com/bj/49db61af2f0254c7x.htm#fr_page=list&fr_pos=city&fr_no=36,2018-12-04,EV
知豆D2 2016款 D2S2016年|1.3万公里|广州4.00万20.50万,59617889@13@37@0&0120000000000057,https://www.guazi.com/gz/454a67c1fce645f3x.htm#fr_page=list&fr_pos=city&fr_no=37,2018-12-04,EV
东风风神E30 2015款 E30L2016年|2.1万公里|武汉3.80万超值21.70万,61535000@13@38@0&0120000000000057,https://www.guazi.com/wh/6744f9653605bfcbx.htm#fr_page=list&fr_pos=city&fr_no=38,2018-12-04,EV
江铃集团新能源江淮iEV6E 2017款 iEV6E2017年|1.1万公里|菏泽5.00万准新车13.90万,35043795@13@39@0&0120000000000057,https://www.guazi.com/heze/ea8acd570d81527ax.htm#fr_page=list&fr_pos=city&fr_no=39,2018-12-04,EV
宝马i3 2016款 升级款时尚型(进口)2017年|1.8万公里|沈阳20.80万急售准新车45.90万急降1000元,62295477@14@0@0&0120000000000057,https://www.guazi.com/sy/02bba57cdb5539d9x.htm#fr_page=list&fr_pos=city&fr_no=0,2018-12-04,EV
长安 逸动 2015款 纯电动尊贵型2015年|4.5万公里|重庆4.80万超值急售27.10万急降3000元,55889874@14@1@0&0120000000000057,https://www.guazi.com/cq/b238aae0e52608bfx.htm#fr_page=list&fr_pos=city&fr_no=1,2018-12-04,EV
海马@3 2017款 纯电动 舒适型2018年|2.0万公里|郑州6.50万超值准新车16.30万,59814549@14@2@0&0120000000000057,https://www.guazi.com/zz/aa3a903f8ffa6d44x.htm#fr_page=list&fr_pos=city&fr_no=2,2018-12-04,EV
比亚迪 元 2018款 EV360 智联炫酷型2018年|0.5万公里|重庆8.60万准新车10.20万,58296323@14@3@0&0120000000000057,https://www.guazi.com/cq/e97b6780d0b53cf5x.htm#fr_page=list&fr_pos=city&fr_no=3,2018-12-04,EV
江淮iEV 2015款 iEV4 豪华型2015年|6.4万公里|上海2.80万急售16.60万急降7000元,46030928@14@4@0&0120000000000057,https://www.guazi.com/sh/2d0bef823c33145ax.htm#fr_page=list&fr_pos=city&fr_no=4,2018-12-04,EV
吉利 帝豪EV 2017款 三厢 EV300 精英型2018年|1.0万公里|苏州9.90万急售准新车22.30万急降1.1万,58411193@14@5@0&0120000000000057,https://www.guazi.com/su/02bdb53027a45d29x.htm#fr_page=list&fr_pos=city&fr_no=5,2018-12-04,EV
知豆 2014款 标准型2015年|2.4万公里|临沂1.80万11.80万,59646493@14@6@0&0120000000000057,https://www.guazi.com/linyi/af1c772b40441070x.htm#fr_page=list&fr_pos=city&fr_no=6,2018-12-04,EV
奇瑞eQ1 2017款 智炫版 2座2017年|1.2万公里|北京4.40万准新车18.00万,58189635@14@7@0&0120000000000057,https://www.guazi.com/bj/d00b43e18c3e7fa8x.htm#fr_page=list&fr_pos=city&fr_no=7,2018-12-04,EV
众泰E200 2016款 三门两座科技版2016年|0.7万公里|潍坊4.08万急售19.70万急降2200元青岛过户,58836435@14@8@0&0120000000000057,https://www.guazi.com/weifang/04434a66ff273d1ex.htm#fr_page=list&fr_pos=city&fr_no=8,2018-12-04,EV
北汽新能源 EC系列 2017款 EC200 灵动版2017年|1.7万公里|濮阳4.40万急售准新车17.20万急降2800元,56659199@14@9@0&0120000000000057,https://www.guazi.com/puyang/5fa6d798dc364c5dx.htm#fr_page=list&fr_pos=city&fr_no=9,2018-12-04,EV
北汽新能源 EC系列 2017款 EC200 灵动版2018年|0.5万公里|湛江4.50万急售准新车17.20万急降1000元,48413011@14@10@0&0120000000000057,https://www.guazi.com/zhanjiang/645be7c128b951fex.htm#fr_page=list&fr_pos=city&fr_no=10,2018-12-04,EV
长安欧尚 奔奔mini-e 2017款 标准型2017年|0.1万公里|郑州3.80万准新车9.00万,59948735@14@11@0&0120000000000057,https://www.guazi.com/zz/3d049d18aa82e884x.htm#fr_page=list&fr_pos=city&fr_no=11,2018-12-04,EV
奇瑞eQ1 2017款 智炫版 2座2017年|0.2万公里|济宁4.50万急售准新车18.00万急降1.38万,52743435@14@12@0&0120000000000057,https://www.guazi.com/jining/729394f198a7a068x.htm#fr_page=list&fr_pos=city&fr_no=12,2018-12-04,EV
启辰 晨风 2014款 领风版6.6KW2015年|1.7万公里|大连8.50万26.90万,61139297@14@13@0&0120000000000057,https://www.guazi.com/dl/5d30028352e3fff5x.htm#fr_page=list&fr_pos=city&fr_no=13,2018-12-04,EV
江淮iEV 2015款 iEV52015年|3.2万公里|太原4.65万急售19.50万急降500元,59441254@14@14@0&0120000000000057,https://www.guazi.com/ty/ca62cc21368b831cx.htm#fr_page=list&fr_pos=city&fr_no=14,2018-12-04,EV
北汽新能源 EC系列 2017款 EC180 灵动版2018年|2.4万公里|宿迁4.00万准新车16.50万,61823491@14@15@0&0120000000000057,https://www.guazi.com/suqian/cd7cf81e0c3bc64fx.htm#fr_page=list&fr_pos=city&fr_no=15,2018-12-04,EV
江淮iEV6S 2016款 智享版2016年|10.9万公里|合肥4.18万超值23.90万,44150094@14@16@0&0120000000000057,https://www.guazi.com/hf/63dc9cd5d57f8aa4x.htm#fr_page=list&fr_pos=city&fr_no=16,2018-12-04,EV
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版2018年|700公里|保定4.10万准新车12.90万,58964790@14@17@0&0120000000000057,https://www.guazi.com/baoding/75b4fb9ca0af8395x.htm#fr_page=list&fr_pos=city&fr_no=17,2018-12-04,EV
北汽新能源 EC系列 2017款 EC180 灵秀版2017年|100公里|大同5.13万急售准新车17.10万急降2700元,58064091@14@18@0&0120000000000057,https://www.guazi.com/datong/c4eee0e0c74b2cb0x.htm#fr_page=list&fr_pos=city&fr_no=18,2018-12-04,EV
江淮iEV 2015款 iEV52016年|0.4万公里|天津5.20万19.50万,23731773@14@19@0&0120000000000057,https://www.guazi.com/tj/ad30cffeeb284b6ex.htm#fr_page=list&fr_pos=city&fr_no=19,2018-12-04,EV
奇瑞eQ1 2017款 智享版 2座2017年|0.3万公里|天津4.60万准新车17.60万,61325364@14@20@0&0120000000000057,https://www.guazi.com/tj/5683cd212268a624x.htm#fr_page=list&fr_pos=city&fr_no=20,2018-12-04,EV
比亚迪e5 2016款 300 舒适型2017年|1.7万公里|成都8.48万准新车24.90万,47857768@14@21@0&0120000000000057,https://www.guazi.com/cd/8afdc73a3c2e7db2x.htm#fr_page=list&fr_pos=city&fr_no=21,2018-12-04,EV
北汽新能源 EC系列 2017款 EC200 灵动版2018年|200公里|合肥5.80万准新车17.20万,59612173@14@22@0&0120000000000057,https://www.guazi.com/hf/a7b82e4afce33341x.htm#fr_page=list&fr_pos=city&fr_no=22,2018-12-04,EV
康迪 2016款 K10D2016年|1.1万公里|临沂2.25万急售16.40万急降2500元青岛过户,58100744@14@23@0&0120000000000057,https://www.guazi.com/linyi/cf32274c2415d953x.htm#fr_page=list&fr_pos=city&fr_no=23,2018-12-04,EV
川汽野马 野马T70 2016款 电动版2016年|6.1万公里|厦门9.50万急售26.00万急降5000元,59787973@14@24@0&0120000000000057,https://www.guazi.com/xm/324c8e00960735b0x.htm#fr_page=list&fr_pos=city&fr_no=24,2018-12-04,EV
众泰云100 2016款 云100S 豪华型2017年|0.1万公里|唐山4.70万准新车18.40万,33800899@14@25@0&0120000000000057,https://www.guazi.com/tangshan/ef6c67949a0772d2x.htm#fr_page=list&fr_pos=city&fr_no=25,2018-12-04,EV
北汽新能源 EV系列 2016款 E150EV 经典版2017年|3.9万公里|阜阳4.00万17.20万,61481667@14@26@0&0120000000000057,https://www.guazi.com/fuyang/6dac1431934a6e56x.htm#fr_page=list&fr_pos=city&fr_no=26,2018-12-04,EV
知豆 2014款 标准型2015年|1.5万公里|临沂2.47万急售11.80万急降1300元,59439827@14@27@0&0120000000000057,https://www.guazi.com/linyi/0822f2d3ec86f672x.htm#fr_page=list&fr_pos=city&fr_no=27,2018-12-04,EV
北汽新能源 EV系列 2015款 EV160 轻快版2015年|5.2万公里|天津4.60万19.20万,62025069@14@28@0&0120000000000057,https://www.guazi.com/tj/d28835ec35c2c0dfx.htm#fr_page=list&fr_pos=city&fr_no=28,2018-12-04,EV
江淮iEV 2015款 iEV52016年|3.8万公里|武汉4.30万19.50万,60055711@14@29@0&0120000000000057,https://www.guazi.com/wh/43ae021605a0f974x.htm#fr_page=list&fr_pos=city&fr_no=29,2018-12-04,EV
北汽新能源 EC系列 2017款 EC200 灵秀版2017年|0.4万公里|温州4.30万准新车17.90万,62134267@14@30@0&0120000000000057,https://www.guazi.com/wenzhou/9160a1d8fc6c1e30x.htm#fr_page=list&fr_pos=city&fr_no=30,2018-12-04,EV
康迪 2016款 K17A 时尚型2016年|2.5万公里|临沂3.68万急售17.90万急降1200元青岛过户,54065176@14@31@0&0120000000000057,https://www.guazi.com/linyi/0a8085c033b95246x.htm#fr_page=list&fr_pos=city&fr_no=31,2018-12-04,EV
江淮iEV 2017款 iEV4 豪华智能型2017年|4.2万公里|武汉5.50万15.00万,62127322@14@32@0&0120000000000057,https://www.guazi.com/wh/0db9e1c79ebfe217x.htm#fr_page=list&fr_pos=city&fr_no=32,2018-12-04,EV
长城C30新能源 2017款 EV 悦享型2017年|1.1万公里|保定5.30万超值准新车16.30万,58683900@14@33@0&0120000000000057,https://www.guazi.com/baoding/94088666c6d825eex.htm#fr_page=list&fr_pos=city&fr_no=33,2018-12-04,EV
知豆D2 2016款 D2S2016年|2.2万公里|邢台3.20万20.50万,61350016@14@34@0&0120000000000057,https://www.guazi.com/xingtai/fea0b05047183bfcx.htm#fr_page=list&fr_pos=city&fr_no=34,2018-12-04,EV
北汽新能源 EC系列 2017款 EC200 灵动版2015年|0.7万公里|东营4.65万急售17.20万急降1500元,59281839@14@35@0&0120000000000057,https://www.guazi.com/dongying/6922bcab2c33c1eax.htm#fr_page=list&fr_pos=city&fr_no=35,2018-12-04,EV
江淮iEV 2015款 iEV4 豪华型2016年|1.2万公里|深圳5.00万16.60万,62298032@14@36@0&0120000000000057,https://www.guazi.com/sz/a04ea2524a202e59x.htm#fr_page=list&fr_pos=city&fr_no=36,2018-12-04,EV
众泰 2017款 云100plus 豪华型2017年|1.6万公里|太原4.08万急售准新车11.80万急降2200元,59166237@14@37@0&0120000000000057,https://www.guazi.com/ty/086d1d9583295998x.htm#fr_page=list&fr_pos=city&fr_no=37,2018-12-04,EV
江淮iEV7S 2017款 智尊型2018年|0.5万公里|汕头8.92万超值急售准新车22.50万急降2800元,59646653@14@38@0&0120000000000057,https://www.guazi.com/shantou/bd18ccc2608f1d34x.htm#fr_page=list&fr_pos=city&fr_no=38,2018-12-04,EV
众泰E200 2016款 三门两座科技版2017年|2.1万公里|天津4.80万准新车19.70万,61991307@14@39@0&0120000000000057,https://www.guazi.com/tj/4fc1b8230ea8ade5x.htm#fr_page=list&fr_pos=city&fr_no=39,2018-12-04,EV
特斯拉Model X 2017款 Model X 100D2018年|0.2万公里|深圳105.00万急售124.20万急降5万,61705712@15@0@0&0120000000000057,https://www.guazi.com/sz/562f713d01b0c5a6x.htm#fr_page=list&fr_pos=city&fr_no=0,2018-12-04,EV
特斯拉MODEL S 2017款 MODEL S 90D2017年|2.1万公里|西安76.00万急售准新车96.40万急降4万,57371886@15@1@0&0120000000000057,https://www.guazi.com/xa/361f4c389655a86cx.htm#fr_page=list&fr_pos=city&fr_no=1,2018-12-04,EV
北汽新能源 EV系列 2015款 EV200 轻快版2015年|4.3万公里|东莞3.98万22.70万,52901714@15@2@0&0120000000000057,https://www.guazi.com/dg/e7a7168a237f56a0x.htm#fr_page=list&fr_pos=city&fr_no=2,2018-12-04,EV
奇瑞 艾瑞泽5e 2017款 智享版2017年|1.0万公里|武汉9.80万超值准新车24.20万,62297842@15@3@0&0120000000000057,https://www.guazi.com/wh/aeb7bb8c7ca77ae5x.htm#fr_page=list&fr_pos=city&fr_no=3,2018-12-04,EV
云度π1 2017款 城市乐派型2017年|200公里|台州6.70万急售准新车13.90万急降8000元,54926142@15@4@0&0120000000000057,https://www.guazi.com/zjtaizhou/2d761f18e9b3c62cx.htm#fr_page=list&fr_pos=city&fr_no=4,2018-12-04,EV
特斯拉MODEL S 2017款 Model S 75D2018年|0.3万公里|上海75.00万准新车95.20万,63090199@15@5@0&0120000000000057,https://www.guazi.com/sh/13289ad50e25df1ex.htm#fr_page=list&fr_pos=city&fr_no=5,2018-12-04,EV
传祺GE3 2017款 310 尊享版2018年|1.2万公里|郑州10.30万超值准新车26.70万,58280178@15@6@0&0120000000000057,https://www.guazi.com/zz/6634e00ef60fcb28x.htm#fr_page=list&fr_pos=city&fr_no=6,2018-12-04,EV
海马@3 2016款 纯电动 舒适版2016年|0.6万公里|合肥5.00万超值22.80万,50926284@15@7@0&0120000000000057,https://www.guazi.com/hf/3871ee715a7c5b6fx.htm#fr_page=list&fr_pos=city&fr_no=7,2018-12-04,EV
比亚迪 宋新能源 2017款 宋EV300 尊贵型2018年|1.4万公里|黄石12.60万超值急售准新车29.90万急降1.4万,59804094@15@8@0&0120000000000057,https://www.guazi.com/huangshi/3be6ce2a8b3f3158x.htm#fr_page=list&fr_pos=city&fr_no=8,2018-12-04,EV
江淮iEV 2015款 iEV4 豪华型2015年|2.6万公里|滨州3.00万16.60万,62399827@15@9@0&0120000000000057,https://www.guazi.com/binzhou/25c9f92b05a75d40x.htm#fr_page=list&fr_pos=city&fr_no=9,2018-12-04,EV
知豆D2 2017款 D2 乐享版2017年|1.8万公里|临沂2.80万急售准新车16.50万急降1900元青岛过户,58308482@15@10@0&0120000000000057,https://www.guazi.com/linyi/a6e728d9004a5247x.htm#fr_page=list&fr_pos=city&fr_no=10,2018-12-04,EV
众泰 2016款 云100S 豪华型2016年|1.0万公里|鄂尔多斯2.48万超值18.40万青岛过户,63008458@15@11@0&0120000000000057,https://www.guazi.com/eerduosi/ea9064dda6e6ff7cx.htm#fr_page=list&fr_pos=city&fr_no=11,2018-12-04,EV
特斯拉MODEL S 2015款 MODEL S 85D2015年|8.7万公里|昆明47.88万急售88.70万急降1200元,46697781@15@12@0&0120000000000057,https://www.guazi.com/km/bc5b8abe326b691bx.htm#fr_page=list&fr_pos=city&fr_no=12,2018-12-04,EV
知豆D1 2016款 标准型2016年|3.2万公里|武汉2.34万急售17.20万急降2600元,52526461@15@13@0&0120000000000057,https://www.guazi.com/wh/f5919f8dceb794c4x.htm#fr_page=list&fr_pos=city&fr_no=13,2018-12-04,EV
众泰E200 2016款 三门两座科技版2017年|1.2万公里|德州4.30万急售准新车19.70万急降2600元,54842586@15@14@0&0120000000000057,https://www.guazi.com/dezhou/a06f66fb692095acx.htm#fr_page=list&fr_pos=city&fr_no=14,2018-12-04,EV
江淮iEV6S 2016款 智享版2016年|3.1万公里|合肥6.00万23.90万,33198190@15@15@0&0120000000000057,https://www.guazi.com/hf/bede0ac12d5af3a3x.htm#fr_page=list&fr_pos=city&fr_no=15,2018-12-04,EV
比亚迪 元 2018款 EV360 智联炫酷型2018年|0.3万公里|宣城9.00万准新车10.20万,63515253@15@16@0&0120000000000057,https://www.guazi.com/xuancheng/055c18f7ab10ce59x.htm#fr_page=list&fr_pos=city&fr_no=16,2018-12-04,EV
长安 逸动 2018款 EV300 尊享型2017年|2.8万公里|中山10.00万准新车21.70万,62494601@15@17@0&0120000000000057,https://www.guazi.com/zhongshan/b5e71c305f1ece5fx.htm#fr_page=list&fr_pos=city&fr_no=17,2018-12-04,EV
北汽新能源 EC系列 2017款 EC200 灵动版2017年|1.0万公里|临沂4.60万准新车17.20万,62777833@15@18@0&0120000000000057,https://www.guazi.com/linyi/7c1189c7136d00ebx.htm#fr_page=list&fr_pos=city&fr_no=18,2018-12-04,EV
众泰E200 2017款 豪华型2017年|1.6万公里|杭州3.80万准新车19.50万,62760405@15@19@0&0120000000000057,https://www.guazi.com/hz/e6ca2899431effe9x.htm#fr_page=list&fr_pos=city&fr_no=19,2018-12-04,EV
比亚迪 2016款 秦EV300 尊荣型2016年|5.0万公里|北京9.30万超值31.50万,60703511@15@20@0&0120000000000057,https://www.guazi.com/bj/1d39b4c16927509bx.htm#fr_page=list&fr_pos=city&fr_no=20,2018-12-04,EV
江淮iEV 2014款 iEV42016年|3.9万公里|淮北3.20万超值18.40万,61910788@15@21@0&0120000000000057,https://www.guazi.com/huaibei/e81b9446c450ea5bx.htm#fr_page=list&fr_pos=city&fr_no=21,2018-12-04,EV
奇瑞eQ 2015款 豪华型2016年|3.5万公里|武汉3.20万急售17.90万急降2000元,38839005@15@22@0&0120000000000057,https://www.guazi.com/wh/601905941105749dx.htm#fr_page=list&fr_pos=city&fr_no=22,2018-12-04,EV
比亚迪 2016款 秦EV300 尊贵型2016年|8.1万公里|北京10.00万29.30万,61894402@15@23@0&0120000000000057,https://www.guazi.com/bj/7d74bb13961d8babx.htm#fr_page=list&fr_pos=city&fr_no=23,2018-12-04,EV
